season,index,category,term,clean_term
spring 2025,32,Clothing,Polaroid broaches at Moschino,polaroid broache at moschino
spring 2025,32,Clothing,statement necklaces at Prada,statement necklace at prada
spring 2025,32,Clothing,fur skirts of all colors of all lengths,fur skirt of all color of all length
spring 2025,32,Clothing,slit skirts,slit skirt
spring 2025,32,Clothing,"Deorbaugh, Goliano, Gidorio T-shirts","deorbaugh, goliano, gidorio t-shirt"
spring 2025,32,Clothing,skull print tops,skull print top
spring 2025,32,Clothing,Chloe Paddington,chloe paddington
spring 2025,32,Clothing,extra large rabbit feet or like animal tail key chains,extra large rabbit feet or like animal tail key chain
spring 2025,32,Clothing,doll bag charms at Fendi,doll bag charm at fendi
spring 2025,32,Clothing,bunny clutches and stole,bunny clutche and stole
spring 2025,32,Clothing,plushy animal key chains at coach,plushy animal key chain at coach
spring 2025,32,Clothing,polypocket miniatures,polypocket miniature
spring 2025,32,Clothing,tomogadji swipe bag,tomogadji swipe bag
spring 2025,32,Clothing,waist list skirts,waist list skirt
spring 2025,32,Clothing,Tori birch something similar,tori birch something similar
spring 2025,32,Clothing,crushed colorful velvet,crushed colorful velvet
spring 2025,32,Accessories,offbeat jewelry,offbeat jewelry
spring 2025,32,Accessories,statement necklaces,statement necklace
spring 2025,32,Accessories,Polaroid broaches,polaroid broache
spring 2025,32,Accessories,skull print,skull print
spring 2025,32,Accessories,skull scarf,skull scarf
spring 2025,32,Accessories,animal tail key chains,animal tail key chain
spring 2025,32,Accessories,doll bag charms,doll bag charm
spring 2025,32,Accessories,bunny clutches and stole,bunny clutche and stole
spring 2025,32,Accessories,plushy animal key chains,plushy animal key chain
spring 2025,32,Accessories,polypocket miniatures,polypocket miniature
spring 2025,32,Accessories,tomogadji swipe bag,tomogadji swipe bag
spring 2025,32,Accessories,animal tail key chains as a scarf,animal tail key chain a a scarf
spring 2025,32,Accessories,rabbit feet key chains,rabbit feet key chain
spring 2025,32,Accessories,padlock's,padlock'
spring 2025,32,Accessories,heavy metals,heavy metal
spring 2025,32,Accessories,animal tail scarf,animal tail scarf
spring 2025,32,Colors,all colors,all color
spring 2025,32,Materials,fur,fur
spring 2025,32,Materials,velvet,velvet
spring 2025,32,Trends,offbeat jewelry,offbeat jewelry
spring 2025,32,Trends,fur skirts,fur skirt
spring 2025,32,Trends,hair being used almost in place of fur,hair being used almost in place of fur
spring 2025,32,Trends,increased appetite for nostalgia,increased appetite for nostalgia
spring 2025,32,Trends,cuddly childlike motifs and accessories,cuddly childlike motif and accessorie
spring 2025,32,Trends,crushed colorful velvet,crushed colorful velvet
spring 2025,32,Patterns,Polaroid,polaroid
spring 2025,32,Patterns,skull print,skull print
spring 2025,33,Clothing,alcatal,alcatal
spring 2025,33,Clothing,skirts,skirt
spring 2025,33,Clothing,functional outerwear,functional outerwear
spring 2025,33,Accessories,polka-dot nails,polka-dot nail
spring 2025,33,Colors,pink,pink
spring 2025,33,Trends,playful,playful
spring 2025,33,Trends,plaid,plaid
spring 2025,33,Trends,boho,boho
spring 2025,33,Trends,Coastal grandma preppy,coastal grandma preppy
spring 2025,33,Trends,20 to 10s revival,20 to 10 revival
spring 2025,33,Trends,functional jackets,functional jacket
spring 2025,33,Patterns,polka dot,polka dot
spring 2025,33,Other,Storm Pinterest,storm pinterest
spring 2025,33,Other,Glossier,glossier
spring 2025,33,Other,runway pictures,runway picture
spring 2025,33,Other,real life inspiration,real life inspiration
spring 2025,35,Clothing,micro shorts,micro short
spring 2025,35,Clothing,Dita's joggers,dita' jogger
spring 2025,35,Clothing,oversized coat,oversized coat
spring 2025,35,Clothing,button down,button down
spring 2025,35,Clothing,polo tops,polo top
spring 2025,35,Clothing,sheer tops,sheer top
spring 2025,35,Clothing,boho dresses,boho dresse
spring 2025,35,Colors,neutral shade,neutral shade
spring 2025,35,Trends,elevated sportswear,elevated sportswear
spring 2025,35,Trends,boho,boho
spring 2025,35,Patterns,Zebra print,zebra print
spring 2025,37,Clothing,ballet flat,ballet flat
spring 2025,37,Clothing,jacket,jacket
spring 2025,37,Shoes,ballet flat,ballet flat
spring 2025,37,Shoes,sneaker,sneaker
spring 2025,37,Accessories,giant scrunchies,giant scrunchie
spring 2025,37,Accessories,hair cuff,hair cuff
spring 2025,37,Accessories,eyelet one,eyelet one
spring 2025,37,Colors,butter yellow,butter yellow
spring 2025,37,Colors,all of green,all of green
spring 2025,37,Colors,baby blue,baby blue
spring 2025,37,Materials,suede,suede
spring 2025,37,Trends,monochromatic look,monochromatic look
spring 2025,37,Trends,no makeup makeup,no makeup makeup
spring 2025,37,Other,lash lift,lash lift
spring 2025,38,Clothing,dress,dress
spring 2025,38,Clothing,skirts,skirt
spring 2025,38,Clothing,jackets,jacket
spring 2025,38,Clothing,hair accessories,hair accessorie
spring 2025,38,Accessories,hair accessories,hair accessorie
spring 2025,38,Colors,green,green
spring 2025,38,Colors,bluish,bluish
spring 2025,38,Colors,pastel colors,pastel color
spring 2025,38,Colors,powder pink,powder pink
spring 2025,38,Colors,butter yellow,butter yellow
spring 2025,38,Trends,bohemian chic,bohemian chic
spring 2025,38,Trends,asymmetric styles,asymmetric style
spring 2025,38,Trends,Range Rover Pilates girl vibe,range rover pilate girl vibe
spring 2025,38,Patterns,animal print,animal print
spring 2025,38,Patterns,zebra print,zebra print
spring 2025,38,Patterns,snake prints,snake print
spring 2025,39,Clothing,boho chic vibe,boho chic vibe
spring 2025,39,Clothing,relaxed flowing vintage looks,relaxed flowing vintage look
spring 2025,39,Clothing,cinched waist,cinched waist
spring 2025,39,Clothing,cinched sleeves,cinched sleeve
spring 2025,39,Clothing,cinched bottoms,cinched bottom
spring 2025,39,Clothing,Sousaouchi ni hai boots,sousaouchi ni hai boot
spring 2025,39,Clothing,sweet boots,sweet boot
spring 2025,39,Clothing,oversized handheld bags,oversized handheld bag
spring 2025,39,Clothing,faux fur bags,faux fur bag
spring 2025,39,Clothing,Tonkibing over the sleeves,tonkibing over the sleeve
spring 2025,39,Clothing,statement leather gloves,statement leather glove
spring 2025,39,Clothing,slimmer straight-like jeans,slimmer straight-like jean
spring 2025,39,Shoes,Sousaouchi ni hai boots,sousaouchi ni hai boot
spring 2025,39,Shoes,sweet boots,sweet boot
spring 2025,39,Accessories,stud detailing,stud detailing
spring 2025,39,Accessories,Tonkibing over the sleeves,tonkibing over the sleeve
spring 2025,39,Accessories,statement leather gloves,statement leather glove
spring 2025,39,Accessories,oversized handheld bags,oversized handheld bag
spring 2025,39,Accessories,faux fur bags,faux fur bag
spring 2025,39,Colors,cool colors,cool color
spring 2025,39,Materials,leather,leather
spring 2025,39,Materials,faux fur,faux fur
spring 2025,39,Trends,boho chic,boho chic
spring 2025,39,Trends,cinched everything,cinched everything
spring 2025,39,Trends,stud detailing,stud detailing
spring 2025,39,Trends,studs incorporated in unique ways,stud incorporated in unique way
spring 2025,39,Trends,oversized handheld bags,oversized handheld bag
spring 2025,39,Trends,Tonkibing over the sleeves,tonkibing over the sleeve
spring 2025,39,Trends,statement leather gloves,statement leather glove
spring 2025,39,Trends,slimmer straight-like jeans,slimmer straight-like jean
spring 2025,40,Clothing,power suit,power suit
spring 2025,40,Clothing,"flowy, parachute kind of shapes","flowy, parachute kind of shape"
spring 2025,40,Clothing,navy suit,navy suit
spring 2025,40,Clothing,striped suit,striped suit
spring 2025,40,Clothing,T-shirt from Lily C,t-shirt from lily c
spring 2025,40,Clothing,T-Sport of shirt,t-sport of shirt
spring 2025,40,Clothing,buttoned shirt,buttoned shirt
spring 2025,40,Clothing,fresh twist for your everyday style,fresh twist for your everyday style
spring 2025,40,Clothing,gorgeous shirt from H&M,gorgeou shirt from h&m
spring 2025,40,Clothing,beetle heels,beetle heel
spring 2025,40,Clothing,gold beetle heels,gold beetle heel
spring 2025,40,Clothing,gorgeous pair from Sezenne,gorgeou pair from sezenne
spring 2025,40,Clothing,Pratizones from Alaya,pratizone from alaya
spring 2025,40,Clothing,athletic wear,athletic wear
spring 2025,40,Clothing,F1 racing inspired looks,f1 racing inspired look
spring 2025,40,Clothing,tennis inspired looks,tenni inspired look
spring 2025,40,Clothing,trucks from Adidas,truck from adida
spring 2025,40,Clothing,retro jackets,retro jacket
spring 2025,40,Clothing,bags,bag
spring 2025,40,Clothing,dresses,dresse
spring 2025,40,Clothing,summer dresses,summer dresse
spring 2025,40,Clothing,dress from other stories,dress from other storie
spring 2025,40,Shoes,beetle heels,beetle heel
spring 2025,40,Shoes,gold beetle heels,gold beetle heel
spring 2025,40,Shoes,Pratizones from Alaya,pratizone from alaya
spring 2025,40,Colors,pasta colors,pasta color
spring 2025,40,Colors,Azos,azo
spring 2025,40,Colors,soft and sky inspired colors,soft and sky inspired color
spring 2025,40,Colors,navy,navy
spring 2025,40,Trends,power dressing,power dressing
spring 2025,40,Trends,volume,volume
spring 2025,40,Trends,sporty turn,sporty turn
spring 2025,40,Trends,retro,retro
spring 2025,40,Trends,discounted price,discounted price
spring 2025,40,Patterns,stripes,stripe
spring 2025,41,Clothing,one legged pants,one legged pant
spring 2025,41,Clothing,set,set
spring 2025,41,Clothing,dress,dress
spring 2025,41,Clothing,pep-lum top,pep-lum top
spring 2025,41,Clothing,light sweater set,light sweater set
spring 2025,41,Clothing,maxi skirt,maxi skirt
spring 2025,41,Clothing,Ace and Metriple skirts,ace and metriple skirt
spring 2025,41,Clothing,dinner outfit,dinner outfit
spring 2025,41,Colors,white,white
spring 2025,41,Materials,satin fabric,satin fabric
spring 2025,41,Trends,one legged pants,one legged pant
spring 2025,41,Trends,polka dots,polka dot
spring 2025,41,Trends,florals,floral
spring 2025,41,Patterns,polka dots,polka dot
spring 2025,42,Clothing,lace top,lace top
spring 2025,42,Clothing,boho piece,boho piece
spring 2025,42,Clothing,maxi skirt,maxi skirt
spring 2025,42,Clothing,knit maxi skirt,knit maxi skirt
spring 2025,42,Accessories,jewelry,jewelry
spring 2025,42,Accessories,dainty pieces,dainty piece
spring 2025,42,Materials,suede,suede
spring 2025,42,Trends,non-trendy,non-trendy
spring 2025,42,Trends,quite luxury,quite luxury
spring 2025,42,Trends,old money aesthetic,old money aesthetic
spring 2025,42,Trends,softness,softness
spring 2025,42,Trends,prettiness,prettiness
spring 2025,42,Trends,easy going cuts,easy going cut
spring 2025,42,Trends,organic sculptural shapes,organic sculptural shape
spring 2025,42,Trends,long lean elegance,long lean elegance
spring 2025,42,Trends,instant polish,instant polish
spring 2025,44,Clothing,sheer skirts,sheer skirt
spring 2025,44,Clothing,barn jackets,barn jacket
spring 2025,44,Accessories,Button up,button up
spring 2025,44,Accessories,bracelet bags,bracelet bag
spring 2025,44,Accessories,waste bags,waste bag
spring 2025,44,Accessories,embellished shoes,embellished shoe
spring 2025,44,Accessories,tassels on bags,tassel on bag
spring 2025,44,Colors,page,page
spring 2025,44,Trends,Bohemian,bohemian
spring 2025,44,Trends,high-low,high-low
spring 2025,44,Trends,volume,volume
spring 2025,44,Trends,details,detail
spring 2025,45,Clothing,dress,dress
spring 2025,45,Clothing,fringe,fringe
spring 2025,45,Clothing,studs,stud
spring 2025,45,Clothing,loose fitted silhouettes,loose fitted silhouette
spring 2025,45,Clothing,look from Chloe,look from chloe
spring 2025,45,Clothing,look from Sydney Swainy,look from sydney swainy
spring 2025,45,Clothing,look from Daisy Heter Jones,look from daisy heter jone
spring 2025,45,Clothing,look from Sailor-Ront (Resort 25 collection),look from sailor-ront (resort 25 collection)
spring 2025,45,Clothing,look from Sailor-Ront (2nd mention),look from sailor-ront (2nd mention)
spring 2025,45,Clothing,look from Chloe (2nd mention),look from chloe (2nd mention)
spring 2025,45,Trends,boho chic vibes,boho chic vibe
spring 2025,45,Trends,boho rocker chic vibe,boho rocker chic vibe
spring 2025,46,Clothing,tweed jackets,tweed jacket
spring 2025,46,Clothing,tweed cardigans,tweed cardigan
spring 2025,46,Clothing,tweed dresses,tweed dresse
spring 2025,46,Clothing,hot pants,hot pant
spring 2025,46,Clothing,animal print coats,animal print coat
spring 2025,46,Clothing,animal print jackets,animal print jacket
spring 2025,46,Shoes,thong sandals,thong sandal
spring 2025,46,Accessories,bag of charms,bag of charm
spring 2025,46,Accessories,jewelry,jewelry
spring 2025,46,Accessories,animal print shoes,animal print shoe
spring 2025,46,Accessories,animal print accessories,animal print accessorie
spring 2025,46,Materials,tweed,tweed
spring 2025,46,Trends,old-school elegance,old-school elegance
spring 2025,46,Trends,over the top accessories,over the top accessorie
spring 2025,46,Trends,animal print,animal print
spring 2025,46,Trends,thong sandals,thong sandal
spring 2025,46,Patterns,polka dot dress,polka dot dress
spring 2025,46,Patterns,animal print,animal print
spring 2025,47,Clothing,lace skirt,lace skirt
spring 2025,47,Clothing,lace dress,lace dress
spring 2025,47,Clothing,oversized blazer,oversized blazer
spring 2025,47,Clothing,leather piece,leather piece
spring 2025,47,Accessories,back charms,back charm
spring 2025,47,Accessories,jewelry pieces for bags,jewelry piece for bag
spring 2025,47,Accessories,hair accessories,hair accessorie
spring 2025,47,Colors,black,black
spring 2025,47,Colors,white,white
spring 2025,47,Colors,cream,cream
spring 2025,47,Colors,mutes,mute
spring 2025,47,Colors,buttery yellow,buttery yellow
spring 2025,47,Colors,pastels,pastel
spring 2025,47,Materials,lace,lace
spring 2025,47,Materials,leather,leather
spring 2025,47,Trends,layering and contrasting textures,layering and contrasting texture
spring 2025,47,Trends,back terms,back term
spring 2025,47,Patterns,animal print,animal print
spring 2025,47,Patterns,snake print,snake print
spring 2025,47,Patterns,cow print,cow print
spring 2025,48,Clothing,white tank top,white tank top
spring 2025,48,Clothing,gorgeous suit from Bastid Noir,gorgeou suit from bastid noir
spring 2025,48,Clothing,blazer from Wolf Abudger,blazer from wolf abudger
spring 2025,48,Clothing,chiffon dress from Azos,chiffon dress from azo
spring 2025,48,Clothing,maxi bubble skirt,maxi bubble skirt
spring 2025,48,Clothing,chiffon dress from Zimmerman,chiffon dress from zimmerman
spring 2025,48,Clothing,unbutton shirts,unbutton shirt
spring 2025,48,Accessories,unique handbag,unique handbag
spring 2025,48,Accessories,cute charms,cute charm
spring 2025,48,Colors,ice cream tones,ice cream tone
spring 2025,48,Materials,fabric,fabric
spring 2025,48,Trends,power dressing,power dressing
spring 2025,48,Trends,tailoring,tailoring
spring 2025,48,Trends,personal style,personal style
spring 2025,48,Trends,flowy silhouettes,flowy silhouette
spring 2025,48,Trends,off shoulder,off shoulder
spring 2025,48,Trends,bubble hem trend,bubble hem trend
spring 2025,48,Trends,dramatic details,dramatic detail
spring 2025,48,Trends,styling,styling
spring 2025,49,Clothing,lingerie,lingerie
spring 2025,49,Clothing,outfit,outfit
spring 2025,49,Clothing,camisole,camisole
spring 2025,49,Clothing,sleep dresses,sleep dresse
spring 2025,49,Clothing,mini skirts,mini skirt
spring 2025,49,Clothing,denim skirts,denim skirt
spring 2025,49,Clothing,picnic prints shirts,picnic print shirt
spring 2025,49,Clothing,linen trousers,linen trouser
spring 2025,49,Colors,pastel colors,pastel color
spring 2025,49,Colors,pastel gray,pastel gray
spring 2025,49,Materials,lace,lace
spring 2025,49,Materials,denim,denim
spring 2025,49,Trends,hot girl spring,hot girl spring
spring 2025,49,Trends,feminine girl,feminine girl
spring 2025,49,Trends,mini macroscopes,mini macroscope
spring 2025,49,Trends,denim skirts,denim skirt
spring 2025,49,Trends,pastel gray,pastel gray
spring 2025,49,Trends,picnic prints,picnic print
