season,index,category,term
spring 2025,41,Clothing,Ace and Metriple skirts
spring 2025,41,Clothing,dinner outfit
spring 2025,41,Colors,white
spring 2025,41,Materials,satin fabric
spring 2025,41,Trends,one legged pants
spring 2025,41,Trends,polka dots
spring 2025,41,Trends,florals
spring 2025,41,Patterns,polka dots
spring 2025,42,Clothing,lace top
spring 2025,42,Clothing,boho piece
spring 2025,42,Clothing,maxi skirt
spring 2025,42,Clothing,knit maxi skirt
spring 2025,42,Accessories,jewelry
spring 2025,42,Accessories,dainty pieces
spring 2025,42,Materials,suede
spring 2025,42,Trends,non-trendy
spring 2025,42,Trends,quite luxury
spring 2025,42,Trends,old money aesthetic
spring 2025,42,Trends,softness
spring 2025,42,Trends,prettiness
spring 2025,42,Trends,easy going cuts
spring 2025,42,Trends,organic sculptural shapes
spring 2025,42,Trends,long lean elegance
spring 2025,42,Trends,instant polish
spring 2025,44,Clothing,sheer skirts
spring 2025,44,Clothing,barn jackets
spring 2025,44,Accessories,Button up
spring 2025,44,Accessories,bracelet bags
spring 2025,44,Accessories,waste bags
spring 2025,44,Accessories,embellished shoes
spring 2025,44,Accessories,tassels on bags
spring 2025,44,Colors,page
spring 2025,44,Trends,Bohemian
spring 2025,44,Trends,high-low
spring 2025,44,Trends,volume
spring 2025,44,Trends,details
spring 2025,45,Clothing,dress
spring 2025,45,Clothing,fringe
spring 2025,45,Clothing,studs
spring 2025,45,Clothing,loose fitted silhouettes
spring 2025,45,Clothing,look from Chloe
spring 2025,45,Clothing,look from Sydney Swainy
spring 2025,45,Clothing,look from Daisy Heter Jones
spring 2025,45,Clothing,look from Sailor-Ront (Resort 25 collection)
spring 2025,45,Clothing,look from Sailor-Ront (2nd mention)
spring 2025,45,Clothing,look from Chloe (2nd mention)
spring 2025,45,Trends,boho chic vibes
spring 2025,45,Trends,boho rocker chic vibe
spring 2025,46,Clothing,tweed jackets
spring 2025,46,Clothing,tweed cardigans
spring 2025,46,Clothing,tweed dresses
spring 2025,46,Clothing,hot pants
spring 2025,46,Clothing,animal print coats
spring 2025,46,Clothing,animal print jackets
spring 2025,46,Shoes,thong sandals
spring 2025,46,Accessories,bag of charms
spring 2025,46,Accessories,jewelry
spring 2025,46,Accessories,animal print shoes
spring 2025,46,Accessories,animal print accessories
spring 2025,46,Materials,tweed
spring 2025,46,Trends,old-school elegance
spring 2025,46,Trends,over the top accessories
spring 2025,46,Trends,animal print
spring 2025,46,Trends,thong sandals
spring 2025,46,Patterns,polka dot dress
spring 2025,46,Patterns,animal print
spring 2025,47,Clothing,lace skirt
spring 2025,47,Clothing,lace dress
spring 2025,47,Clothing,oversized blazer
spring 2025,47,Clothing,leather piece
spring 2025,47,Accessories,back charms
spring 2025,47,Accessories,jewelry pieces for bags
spring 2025,47,Accessories,hair accessories
spring 2025,47,Colors,black
spring 2025,47,Colors,white
spring 2025,47,Colors,cream
spring 2025,47,Colors,mutes
spring 2025,47,Colors,buttery yellow
spring 2025,47,Colors,pastels
spring 2025,47,Materials,lace
spring 2025,47,Materials,leather
spring 2025,47,Trends,layering and contrasting textures
spring 2025,47,Trends,back terms
spring 2025,47,Patterns,animal print
spring 2025,47,Patterns,snake print
spring 2025,47,Patterns,cow print
spring 2025,48,Clothing,white tank top
spring 2025,48,Clothing,gorgeous suit from Bastid Noir
spring 2025,48,Clothing,blazer from Wolf Abudger
spring 2025,48,Clothing,chiffon dress from Azos
spring 2025,48,Clothing,maxi bubble skirt
spring 2025,48,Clothing,chiffon dress from Zimmerman
spring 2025,48,Clothing,unbutton shirts
spring 2025,48,Accessories,unique handbag
spring 2025,48,Accessories,cute charms
spring 2025,48,Colors,ice cream tones
spring 2025,48,Materials,fabric
spring 2025,48,Trends,power dressing
spring 2025,48,Trends,tailoring
spring 2025,48,Trends,personal style
spring 2025,48,Trends,flowy silhouettes
spring 2025,48,Trends,off shoulder
spring 2025,48,Trends,bubble hem trend
spring 2025,48,Trends,dramatic details
spring 2025,48,Trends,styling
spring 2025,49,Clothing,lingerie
spring 2025,49,Clothing,outfit
spring 2025,49,Clothing,camisole
spring 2025,49,Clothing,sleep dresses
spring 2025,49,Clothing,mini skirts
spring 2025,49,Clothing,denim skirts
spring 2025,49,Clothing,picnic prints shirts
spring 2025,49,Clothing,linen trousers
spring 2025,49,Colors,pastel colors
spring 2025,49,Colors,pastel gray
spring 2025,49,Materials,lace
spring 2025,49,Materials,denim
spring 2025,49,Trends,hot girl spring
spring 2025,49,Trends,feminine girl
spring 2025,49,Trends,mini macroscopes
spring 2025,49,Trends,denim skirts
spring 2025,49,Trends,pastel gray
spring 2025,49,Trends,picnic prints
spring 2025,49,Patterns,picnic prints
spring 2025,50,Clothing,football jersey
spring 2025,50,Clothing,mini skirt
spring 2025,50,Clothing,shorts
spring 2025,50,Clothing,maxi skirt
spring 2025,50,Clothing,matching top
spring 2025,50,Clothing,basic plain outfit
spring 2025,50,Clothing,simple tee
spring 2025,50,Clothing,ruffle open shirt
spring 2025,50,Clothing,mini shorts
spring 2025,50,Shoes,cowboy boots
spring 2025,50,Accessories,jolores
spring 2025,50,Accessories,sunnis
spring 2025,50,Accessories,base cap
spring 2025,50,Accessories,headscarf
spring 2025,50,Materials,lace
spring 2025,50,Trends,sporty
spring 2025,50,Trends,romantic
spring 2025,50,Trends,trendy
spring 2025,50,Trends,minimalist
spring 2025,51,Clothing,shears
spring 2025,51,Clothing,ethereal fabrics
spring 2025,51,Clothing,regal feeling silhouettes
spring 2025,51,Clothing,laces
spring 2025,51,Clothing,bows
spring 2025,51,Clothing,sporrades
spring 2025,51,Clothing,lurex
spring 2025,51,Shoes,shoes
spring 2025,51,Colors,soft feminine colors
spring 2025,51,Colors,chulteño colors
spring 2025,51,Colors,primary bold colors
spring 2025,51,Materials,sheers
spring 2025,51,Materials,ethereal fabrics
spring 2025,51,Materials,lurex
spring 2025,51,Trends,soft feminine era
spring 2025,51,Trends,bold
spring 2025,51,Trends,ornate nostalgia opulence
spring 2025,51,Patterns,fun prints and patterns
spring 2025,52,Clothing,wrap around neck
spring 2025,52,Accessories,cabochon rings
spring 2025,52,Accessories,classic heart pendant
spring 2025,52,Accessories,poppy hearts (necklace and bracelets)
spring 2025,52,Accessories,in-necklaces
spring 2025,52,Accessories,pendants
spring 2025,52,Accessories,rings
spring 2025,52,Accessories,bangles
spring 2025,52,Accessories,dom rings
spring 2025,52,Accessories,pearls
spring 2025,52,Trends,wrap around neck (making a comeback)
spring 2025,52,Trends,cabochon rings (touch of vintage and pop of color)
spring 2025,52,Trends,poppy hearts (making a dramatic comeback)
spring 2025,52,Trends,oval silhouettes
spring 2025,52,Trends,pearls (forever stylish)
spring 2025,53,Clothing,dress
spring 2025,53,Clothing,outfit
spring 2025,53,Accessories,earrings
spring 2025,53,Accessories,necklaces
spring 2025,53,Accessories,beaten necklace
spring 2025,53,Accessories,chunky bracelets
spring 2025,53,Accessories,resin pieces
spring 2025,53,Colors,red
spring 2025,53,Materials,silk
spring 2025,53,Materials,popolars
spring 2025,53,Materials,resin
spring 2025,53,Trends,mixing metals
spring 2025,53,Trends,cuffs and bangos
spring 2025,53,Trends,Tupazo
spring 2025,53,Trends,Jolries
spring 2025,53,Trends,spectasy
spring 2025,53,Trends,less quirky and more trendy
spring 2025,53,Other,high quality ones
spring 2025,53,Other,friendly
spring 2025,53,Other,natural outfit
spring 2025,53,Other,free people
spring 2025,53,Other,Mango
spring 2025,53,Other,Anki
spring 2025,53,Other,Tisone
spring 2025,53,Other,Amazon
spring 2025,53,Other,"Lele, New York"
spring 2025,53,Other,fun holiday vibe
spring 2025,53,Other,touch of red
spring 2025,53,Other,elevate
spring 2025,54,Clothing,powder pink dress
spring 2025,54,Clothing,pistachio dress
spring 2025,54,Clothing,cropped jackets
spring 2025,54,Clothing,maxi bags
spring 2025,54,Clothing,gorgeous dress from Pistola
spring 2025,54,Clothing,simple and versatile dress
spring 2025,54,Clothing,dress from Costs
spring 2025,54,Clothing,dress for special occasions from Opolly
spring 2025,54,Clothing,gorgeous jumper from H&M
spring 2025,54,Clothing,cardigan from Azos
spring 2025,54,Shoes,pistachio shoes
spring 2025,54,Shoes,pistachio mole
spring 2025,54,Shoes,flats on a natural base
spring 2025,54,Accessories,bold accessory
spring 2025,54,Colors,pistachio
spring 2025,54,Colors,powder pink
spring 2025,54,Colors,mint
spring 2025,54,Colors,beige
spring 2025,54,Colors,cream
spring 2025,54,Colors,burnt orange
spring 2025,54,Colors,reddish
spring 2025,54,Trends,early 2010s tables
spring 2025,54,Trends,pop-up of pistachio
spring 2025,54,Trends,full monochrome
spring 2025,54,Trends,2000 energy
spring 2025,55,Clothing,nautical coastal chic dress
spring 2025,55,Clothing,fresh pear linen shorts
spring 2025,55,Clothing,pear linen pants
spring 2025,55,Clothing,athletic wear jacket
spring 2025,55,Clothing,windbreaker jacket
spring 2025,55,Accessories,oversized bags
spring 2025,55,Accessories,jewelry
spring 2025,55,Accessories,little accessories
spring 2025,55,Materials,linen
spring 2025,55,Materials,Razara
spring 2025,55,Trends,nautical coastal chic
spring 2025,55,Trends,stripes on stripes
spring 2025,55,Trends,more is more
spring 2025,55,Trends,oversized bags
spring 2025,55,Trends,athletic wear jacket trend
spring 2025,55,Trends,windbreaker jacket trend
spring 2025,55,Patterns,stripes
winter 2024,0,Clothing,long coat
winter 2024,0,Clothing,dress
winter 2024,0,Clothing,suits
winter 2024,0,Shoes,pointed toe heels
winter 2024,0,Accessories,embags
winter 2024,0,Accessories,sheer tights
winter 2024,0,Accessories,gloves
winter 2024,0,Accessories,scarf
winter 2024,0,Colors,cream
winter 2024,0,Colors,burgundy
winter 2024,0,Colors,blue
winter 2024,0,Trends,long coats
winter 2024,0,Trends,burgundy
winter 2024,0,Trends,pointed toe heels
winter 2024,0,Trends,sheer tights
winter 2024,0,Trends,gloves
winter 2024,0,Trends,blue
winter 2024,1,Clothing,wide leg jeans
winter 2024,1,Clothing,boot cut jeans
winter 2024,1,Clothing,flared jeans
winter 2024,1,Clothing,cardigans
winter 2024,1,Clothing,long coats
winter 2024,1,Clothing,fur coats
winter 2024,1,Clothing,faux fur coats
winter 2024,1,Accessories,belts
winter 2024,1,Accessories,buttons
winter 2024,1,Trends,baggy
winter 2024,1,Trends,monochromatic
winter 2024,2,Clothing,faux fur coats
winter 2024,2,Clothing,fair isle knits
winter 2024,2,Clothing,shearling and Sherpa clothes
winter 2024,2,Clothing,moon boots
winter 2024,2,Clothing,monochromatic white outfits
winter 2024,2,Clothing,v-neck sweaters
winter 2024,2,Clothing,cable knits
winter 2024,2,Clothing,skirts
winter 2024,2,Shoes,moon boots
winter 2024,2,Accessories,faux fur bags
winter 2024,2,Accessories,headpieces
winter 2024,2,Accessories,gloves
winter 2024,2,Accessories,fair isle omnits
winter 2024,2,Colors,white
winter 2024,2,Colors,light beige
winter 2024,2,Colors,tan
winter 2024,2,Colors,oatmeal
winter 2024,2,Colors,Sherpa color
winter 2024,2,Materials,faux fur
winter 2024,2,Materials,shearling
winter 2024,2,Materials,Sherpa
winter 2024,2,Trends,faux fur everything
winter 2024,2,Trends,fair isle
winter 2024,2,Trends,shearling and Sherpa
winter 2024,2,Trends,monochromatic white outfits
winter 2024,2,Trends,old money quiet luxury
winter 2024,2,Trends,preppy
winter 2024,2,Patterns,fair isle
winter 2024,3,Clothing,ties
winter 2024,3,Clothing,dress
winter 2024,3,Clothing,long pants
winter 2024,3,Accessories,belt
winter 2024,3,Accessories,scarf
winter 2024,3,Accessories,necklace
winter 2024,3,Trends,fashionably chic house arrest
winter 2024,4,Clothing,hoodie
winter 2024,4,Clothing,trench
winter 2024,4,Clothing,blazer
winter 2024,4,Clothing,black pant
winter 2024,4,Clothing,joggers
winter 2024,4,Clothing,denim
winter 2024,4,Clothing,skirt
winter 2024,4,Clothing,cardigan
winter 2024,4,Clothing,boots
winter 2024,4,Clothing,tights
winter 2024,4,Shoes,boots
winter 2024,4,Materials,denim
winter 2024,4,Trends,double denim
winter 2024,4,Trends,cardigan skirts
winter 2024,5,Clothing,colorless jackets
winter 2024,5,Clothing,turtle neck
winter 2024,5,Clothing,Ella Clawba's
winter 2024,5,Clothing,white fur coats
winter 2024,5,Clothing,fur coat (beige)
winter 2024,5,Clothing,leather trench coats
winter 2024,5,Shoes,leopard print shoes
winter 2024,5,Accessories,baseball cap
winter 2024,5,Colors,white
winter 2024,5,Colors,beige
winter 2024,5,Colors,brown
winter 2024,5,Materials,leather
winter 2024,5,Materials,fur
winter 2024,5,Materials,canvas
winter 2024,5,Trends,colorless jackets
winter 2024,5,Trends,white fur coats
winter 2024,5,Trends,leather trench coats
winter 2024,5,Trends,brown
winter 2024,5,Patterns,leopard print
winter 2024,6,Clothing,fur coats
winter 2024,6,Clothing,leather pants
winter 2024,6,Clothing,leopard blouse
winter 2024,6,Clothing,maroon sweater
winter 2024,6,Clothing,skirts
winter 2024,6,Shoes,leopard prints (implied in 'leopard blouse')
winter 2024,6,Accessories,scarf
winter 2024,6,Accessories,faux fur jacket or vest
winter 2024,6,Colors,maroon red
winter 2024,6,Materials,leather
winter 2024,6,Materials,faux fur
winter 2024,6,Materials,cable knit
winter 2024,6,Trends,fur coats
winter 2024,6,Trends,leather pants
winter 2024,6,Trends,leopard prints
winter 2024,6,Trends,maroon red
winter 2024,6,Patterns,leopard prints
winter 2024,6,Other,cable nits
winter 2024,7,Clothing,fur trimmed coats
winter 2024,7,Clothing,leather jacket
winter 2024,7,Clothing,cots with built-in scarves
winter 2024,7,Clothing,particular style of coat
winter 2024,7,Clothing,mergeriscy outfit
winter 2024,7,Clothing,brown trousers
winter 2024,7,Clothing,pointed flats
winter 2024,7,Clothing,denim
winter 2024,7,Clothing,sneakers
winter 2024,7,Clothing,cropped coat
winter 2024,7,Clothing,heeled loafers
winter 2024,7,Clothing,chunky loafer
winter 2024,7,Clothing,tailored suit sets
winter 2024,7,Clothing,midi skirts
winter 2024,7,Clothing,dress blazer
winter 2024,7,Shoes,pointed flats
winter 2024,7,Shoes,heeled loafers
winter 2024,7,Shoes,chunky loafer
winter 2024,7,Accessories,fur trim
winter 2024,7,Accessories,built-in scarf
winter 2024,7,Accessories,belt
winter 2024,7,Materials,leather
winter 2024,7,Materials,fur
winter 2024,7,Trends,fur trim
winter 2024,7,Trends,loafers
winter 2024,7,Trends,dress blazer combo
winter 2024,8,Clothing,vintage leather jacket
winter 2024,8,Clothing,straight-like jeans
winter 2024,8,Clothing,crisp white tee
winter 2024,8,Clothing,pea coat
winter 2024,8,Clothing,graphic tee
winter 2024,8,Clothing,blazers
winter 2024,8,Clothing,slacks
winter 2024,8,Clothing,off the shoulder dress
winter 2024,8,Clothing,off the shoulder top
winter 2024,8,Clothing,sweaters
winter 2024,8,Shoes,pop of color shoes
winter 2024,8,Accessories,baseball caps
winter 2024,8,Accessories,statement earrings
winter 2024,8,Accessories,little vintage bag
winter 2024,8,Materials,leather
winter 2024,8,Trends,styling baseball caps
winter 2024,8,Trends,statement earrings
winter 2024,8,Trends,pen stripes
winter 2024,8,Trends,off the shoulder
winter 2024,8,Patterns,pen stripes
winter 2024,9,Clothing,skirt
winter 2024,9,Clothing,shorts
winter 2024,9,Clothing,oversized sweater
winter 2024,9,Clothing,satin pant
winter 2024,9,Clothing,jeans
winter 2024,9,Clothing,workoutset
winter 2024,9,Shoes,knee high boots
winter 2024,9,Shoes,suede boots
winter 2024,9,Shoes,Mary Jane Flats
winter 2024,9,Accessories,tights
winter 2024,9,Materials,suede
winter 2024,9,Materials,tissue
winter 2024,9,Trends,tissue trends
winter 2024,9,Trends,knee high boots
winter 2024,9,Trends,Mary Jane Flats
winter 2024,9,Trends,mini-Ug's
winter 2024,9,Other,oversized coat
winter 2024,9,Other,wool coat
winter 2024,9,Other,DSW
winter 2024,10,Clothing,fitted suit trouser
winter 2024,10,Clothing,outerwear
winter 2024,10,Clothing,Jules Rey suit
winter 2024,10,Clothing,leather gloves
winter 2024,10,Clothing,knitwear
winter 2024,10,Clothing,pencil skirts
winter 2024,10,Clothing,maxi pleated woolen skirts
winter 2024,10,Shoes,Old Mary Jane's
winter 2024,10,Shoes,pointed boots
winter 2024,10,Accessories,jewelry details
winter 2024,10,Accessories,leather gloves
winter 2024,10,Materials,leather
winter 2024,10,Materials,woolen
winter 2024,10,Trends,cinched waist silhouettes
winter 2024,10,Trends,maximal-less
winter 2024,10,Trends,tartan
winter 2024,10,Trends,layered effect
winter 2024,10,Patterns,tartan
winter 2024,11,Clothing,fair-eye-al sweaters
winter 2024,11,Clothing,balaclavis
winter 2024,11,Clothing,coats
winter 2024,11,Clothing,corduroy jacket
winter 2024,11,Clothing,Kendall Jenner outfit
winter 2024,11,Accessories,fur hats
winter 2024,11,Accessories,scarves
winter 2024,11,Accessories,sunglasses
winter 2024,11,Accessories,bags
winter 2024,11,Accessories,belts
winter 2024,11,Accessories,mirror wrist bands
winter 2024,11,Accessories,ribbed sweaters (specifically in the belly area)
winter 2024,11,Colors,brown
winter 2024,11,Materials,sweater material
winter 2024,11,Materials,fur
winter 2024,11,Materials,corduroy
winter 2024,11,Trends,fair-eye-al sweaters
